Sampling_date	Sampling_time	Sampling_datetime	Day	Media	Condition	replicate	chlamy_bact_ratio	Measurement_type	Wavelength	Row	Column	Measurement	Filename	t (h)	Well	Sample	alsphere_ID	Kingdom	Phylum	Class	Order	Family	Genus	Measurement_blank_average	Measurement_fixed
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	2	0.10779999941587448	day-2_b+sup_high_rep-1.xlsx	44.0	C2	ICL_118B	Chlamy28	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	0.11213333408037822	-0.004333334664503738
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	2	0.11649999767541885	day-2_b+sup_high_rep-1.xlsx	44.0	D2	ICL_132	Chlamy44	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	0.11213333408037822	0.004366663595040635
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	2	0.10920000076293945	day-2_b+sup_high_rep-1.xlsx	44.0	E2	ICL_139A	Chlamy49	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	0.11213333408037822	-0.002933333317438766
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	2	0.11460000276565552	day-2_b+sup_high_rep-1.xlsx	44.0	F2	ICL_144	Chlamy52	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.11213333408037822	0.0024666686852772984
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	2	0.11460000276565552	day-2_b+sup_high_rep-1.xlsx	44.0	F2	ICL_144	Chlamy52	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.11213333408037822	0.0024666686852772984
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	G	2	0.10920000076293945	day-2_b+sup_high_rep-1.xlsx	44.0	G2	ICL_160	Chlamy74	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0.11213333408037822	-0.002933333317438766
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	H	2	0.1225999966263771	day-2_b+sup_high_rep-1.xlsx	44.0	H2	ICL_172	Chlamy90	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.11213333408037822	0.010466662545998887
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	A	3	0.10450000315904617	day-2_b+sup_high_rep-1.xlsx	44.0	A3	ICL_163	Chlamy77	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.11213333408037822	-0.007633330921332046
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	B	3	0.11670000106096268	day-2_b+sup_high_rep-1.xlsx	44.0	B3	ICL_170	Chlamy87	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.11213333408037822	0.004566666980584458
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	3	0.14090000092983246	day-2_b+sup_high_rep-1.xlsx	44.0	C3	ICL_116	Chlamy25	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.11213333408037822	0.02876666684945424
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	3	0.10700000077486038	day-2_b+sup_high_rep-1.xlsx	44.0	D3	ICL_199	Chlamy123	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0.11213333408037822	-0.005133333305517837
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	3	0.10830000042915344	day-2_b+sup_high_rep-1.xlsx	44.0	E3	ICL_201	Chlamy125	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.11213333408037822	-0.0038333336512247768
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	3	0.11100000143051147	day-2_b+sup_high_rep-1.xlsx	44.0	F3	ICL_208B	Chlamy134	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	0.11213333408037822	-0.0011333326498667445
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	G	3	0.11320000141859055	day-2_b+sup_high_rep-1.xlsx	44.0	G3	ICL_41	Chlamy162	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.11213333408037822	0.0010666673382123265
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	H	3	0.11779999732971191	day-2_b+sup_high_rep-1.xlsx	44.0	H3	ICL_48	Chlamy165	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.11213333408037822	0.005666663249333695
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	A	4	0.1080000028014183	day-2_b+sup_high_rep-1.xlsx	44.0	A4	ICL_60	Chlamy176	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.11213333408037822	-0.004133331278959915
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	B	4	0.1080000028014183	day-2_b+sup_high_rep-1.xlsx	44.0	B4	ICL_24	Chlamy149	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.11213333408037822	-0.004133331278959915
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	4	0.10540000349283218	day-2_b+sup_high_rep-1.xlsx	44.0	C4	BLANK								0.11213333408037822	-0.006733330587546035
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	4	0.11240000277757645	day-2_b+sup_high_rep-1.xlsx	44.0	D4	ICL_129A	Chlamy40	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.11213333408037822	0.0002666686971982274
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	4	0.4878000020980835	day-2_b+sup_high_rep-1.xlsx	44.0	E4	ICL_184BA	Chlamy107	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.11213333408037822	0.37566666801770526
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	4	0.11309999972581863	day-2_b+sup_high_rep-1.xlsx	44.0	F4	ICL_20BA	Chlamy135	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.11213333408037822	0.0009666656454404149
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	G	4	0.11699999868869781	day-2_b+sup_high_rep-1.xlsx	44.0	G4	ICL_162	Chlamy76	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.11213333408037822	0.004866664608319596
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	H	4	0.1071000024676323	day-2_b+sup_high_rep-1.xlsx	44.0	H4	CHLAMY								0.11213333408037822	-0.0050333316127459254
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	A	5	0.11509999632835388	day-2_b+sup_high_rep-1.xlsx	44.0	A5	ICL_186B								0.11213333408037822	0.0029666622479756627
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	B	5	0.11969999969005585	day-2_b+sup_high_rep-1.xlsx	44.0	B5	ICL_129B								0.11213333408037822	0.007566665609677628
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	5	0.11379999667406082	day-2_b+sup_high_rep-1.xlsx	44.0	C5	ICL_100	Chlamy6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0.11213333408037822	0.0016666625936826024
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	5	0.11590000241994858	day-2_b+sup_high_rep-1.xlsx	44.0	D5	ICL_101	Chlamy7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.11213333408037822	0.0037666683395703587
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	5	0.1152999997138977	day-2_b+sup_high_rep-1.xlsx	44.0	E5	ICL_103	Chlamy8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	0.11213333408037822	0.003166665633519486
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	5	0.11800000071525574	day-2_b+sup_high_rep-1.xlsx	44.0	F5	ICL_108	Chlamy13	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0.11213333408037822	0.005866666634877518
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	G	5	0.12129999697208405	day-2_b+sup_high_rep-1.xlsx	44.0	G5	ICL_112	Chlamy19	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.11213333408037822	0.009166662891705826
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	H	5	0.12349999696016312	day-2_b+sup_high_rep-1.xlsx	44.0	H5	ICL_114B	Chlamy23	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	0.11213333408037822	0.011366662879784897
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	A	6	0.6863999962806702	day-2_b+sup_high_rep-1.xlsx	44.0	A6	ICL_115	Chlamy24	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0.11213333408037822	0.574266662200292
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	B	6	0.11640000343322754	day-2_b+sup_high_rep-1.xlsx	44.0	B6	ICL_117	Chlamy26	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	0.11213333408037822	0.00426666935284932
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	6	0.10999999940395355	day-2_b+sup_high_rep-1.xlsx	44.0	C6	ICL_118B	Chlamy28	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	0.11213333408037822	-0.002133334676424667
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	6	0.11410000175237656	day-2_b+sup_high_rep-1.xlsx	44.0	D6	ICL_132	Chlamy44	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	0.11213333408037822	0.0019666676719983373
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	6	0.11259999871253967	day-2_b+sup_high_rep-1.xlsx	44.0	E6	ICL_139A	Chlamy49	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	0.11213333408037822	0.0004666646321614537
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	6	0.19099999964237213	day-2_b+sup_high_rep-1.xlsx	44.0	F6	ICL_144	Chlamy52	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.11213333408037822	0.07886666556199391
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	6	0.19099999964237213	day-2_b+sup_high_rep-1.xlsx	44.0	F6	ICL_144	Chlamy52	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.11213333408037822	0.07886666556199391
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	G	6	0.12189999967813492	day-2_b+sup_high_rep-1.xlsx	44.0	G6	ICL_160	Chlamy74	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0.11213333408037822	0.009766665597756699
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	H	6	0.1193000003695488	day-2_b+sup_high_rep-1.xlsx	44.0	H6	ICL_172	Chlamy90	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.11213333408037822	0.0071666662891705785
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	A	7	0.10949999839067459	day-2_b+sup_high_rep-1.xlsx	44.0	A7	ICL_163	Chlamy77	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.11213333408037822	-0.002633335689703628
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	B	7	0.11630000174045563	day-2_b+sup_high_rep-1.xlsx	44.0	B7	ICL_170	Chlamy87	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.11213333408037822	0.004166667660077408
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	7	0.11270000040531158	day-2_b+sup_high_rep-1.xlsx	44.0	C7	ICL_116	Chlamy25	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.11213333408037822	0.0005666663249333653
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	7	0.10840000212192535	day-2_b+sup_high_rep-1.xlsx	44.0	D7	ICL_199	Chlamy123	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0.11213333408037822	-0.003733331958452865
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	7	0.12070000171661377	day-2_b+sup_high_rep-1.xlsx	44.0	E7	ICL_201	Chlamy125	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.11213333408037822	0.00856666763623555
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	7	0.6162999868392944	day-2_b+sup_high_rep-1.xlsx	44.0	F7	ICL_208B	Chlamy134	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	0.11213333408037822	0.5041666527589163
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	G	7	0.12880000472068787	day-2_b+sup_high_rep-1.xlsx	44.0	G7	ICL_41	Chlamy162	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.11213333408037822	0.016666670640309647
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	H	7	0.12929999828338623	day-2_b+sup_high_rep-1.xlsx	44.0	H7	ICL_48	Chlamy165	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.11213333408037822	0.01716666420300801
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	A	8	0.10610000044107437	day-2_b+sup_high_rep-1.xlsx	44.0	A8	ICL_60	Chlamy176	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.11213333408037822	-0.006033333639303848
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	B	8	0.10790000110864639	day-2_b+sup_high_rep-1.xlsx	44.0	B8	ICL_24	Chlamy149	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0.11213333408037822	-0.004233332971731826
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	8	0.1103999987244606	day-2_b+sup_high_rep-1.xlsx	44.0	C8	BLANK								0.11213333408037822	-0.0017333353559176173
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	8	0.10899999737739563	day-2_b+sup_high_rep-1.xlsx	44.0	D8	ICL_129A	Chlamy40	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.11213333408037822	-0.0031333367029825893
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	8	0.12160000205039978	day-2_b+sup_high_rep-1.xlsx	44.0	E8	ICL_184BA	Chlamy107	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.11213333408037822	0.009466667970021561
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	8	0.11590000241994858	day-2_b+sup_high_rep-1.xlsx	44.0	F8	ICL_20BA	Chlamy135	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.11213333408037822	0.0037666683395703587
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	G	8	0.12449999898672104	day-2_b+sup_high_rep-1.xlsx	44.0	G8	ICL_162	Chlamy76	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.11213333408037822	0.01236666490634282
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	H	8	0.120899997651577	day-2_b+sup_high_rep-1.xlsx	44.0	H8	CHLAMY								0.11213333408037822	0.008766663571198777
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	A	9	0.1128000020980835	day-2_b+sup_high_rep-1.xlsx	44.0	A9	ICL_186B								0.11213333408037822	0.000666668017705277
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	B	9	0.11410000175237656	day-2_b+sup_high_rep-1.xlsx	44.0	B9	ICL_129B								0.11213333408037822	0.0019666676719983373
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	9	0.11420000344514847	day-2_b+sup_high_rep-1.xlsx	44.0	C9	ICL_100	Chlamy6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0.11213333408037822	0.002066669364770249
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	9	0.25049999356269836	day-2_b+sup_high_rep-1.xlsx	44.0	D9	ICL_101	Chlamy7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.11213333408037822	0.13836665948232013
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	9	0.11469999700784683	day-2_b+sup_high_rep-1.xlsx	44.0	E9	ICL_103	Chlamy8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	0.11213333408037822	0.002566662927468613
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	9	0.11800000071525574	day-2_b+sup_high_rep-1.xlsx	44.0	F9	ICL_108	Chlamy13	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0.11213333408037822	0.005866666634877518
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	G	9	0.12780000269412994	day-2_b+sup_high_rep-1.xlsx	44.0	G9	ICL_112	Chlamy19	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.11213333408037822	0.015666668613751725
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	H	9	0.1354999989271164	day-2_b+sup_high_rep-1.xlsx	44.0	H9	ICL_114B	Chlamy23	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	0.11213333408037822	0.023366664846738175
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	A	10	0.1128000020980835	day-2_b+sup_high_rep-1.xlsx	44.0	A10	ICL_115	Chlamy24	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0.11213333408037822	0.000666668017705277
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	B	10	0.3165999948978424	day-2_b+sup_high_rep-1.xlsx	44.0	B10	ICL_117	Chlamy26	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	0.11213333408037822	0.20446666081746417
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	C	10	0.11060000211000443	day-2_b+sup_high_rep-1.xlsx	44.0	C10	ICL_118B	Chlamy28	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	0.11213333408037822	-0.001533331970373794
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	D	10	0.44440001249313354	day-2_b+sup_high_rep-1.xlsx	44.0	D10	ICL_132	Chlamy44	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	0.11213333408037822	0.3322666784127553
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	E	10	0.2524999976158142	day-2_b+sup_high_rep-1.xlsx	44.0	E10	ICL_139A	Chlamy49	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	0.11213333408037822	0.14036666353543598
18.04.2019	15:37:05	2019-04-18 15:37:05	day-2	tp	b+sup	rep-1	high	Absorbance	680_nm	F	10	0.5227000117301941	day-2_b+sup_high_rep-1.xlsx	44.0	F10	ICL_144	Chlamy52	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	0.11213333408037822	0.41056667764981586
