Row	Column	Column_merged	Row_merged	ICLID	Repetition	Condition	Timepoint	Abs680	Abs750	average_blank_per_plate_abs680	average_blank_per_plate_abs750	Abs680_fixed	Abs750_fixed
B	4	4	B	ICL_24	Rep1	B_suplow	0	0.113399997	0.118600003	0.106099999	0.111033333	0.007299998	0.007566671
B	5	1	B	ICL_129B	Rep2	B_suplow	0	0.105099998	0.1096	0.106099999	0.111033333	-0.001000001	-0.001433333
B	6	2	B	ICL_117	Rep2	B_suplow	0	0.108000003	0.112099998	0.106099999	0.111033333	0.001900004	0.001066665
B	7	3	B	ICL_170	Rep2	B_suplow	0	0.110299997	0.113399997	0.106099999	0.111033333	0.004199998	0.002366665
B	8	4	B	ICL_24	Rep2	B_suplow	0	0.1149	0.117700003	0.106099999	0.111033333	0.008800001	0.00666667
B	9	1	B	ICL_129B	Rep3	B_suplow	0	0.111900002	0.114600003	0.106099999	0.111033333	0.005800003	0.00356667
B	10	2	B	ICL_117	Rep3	B_suplow	0	0.108599998	0.111400001	0.106099999	0.111033333	0.002499999	0.000366668
B	11	3	B	ICL_170	Rep3	B_suplow	0	0.102899998	0.107799999	0.106099999	0.111033333	-0.003200001	-0.003233333
B	12	4	B	ICL_24	Rep3	B_suplow	0	0.099600002	0.105800003	0.106099999	0.111033333	-0.006499997	-0.00523333
C	1	1	C	ICL_100	Rep1	B_suplow	0	0.100000001	0.103299998	0.106099999	0.111033333	-0.006099998	-0.007733335
C	2	2	C	ICL_118B	Rep1	B_suplow	0	0.108599998	0.112300001	0.106099999	0.111033333	0.002499999	0.001266668
C	3	3	C	ICL_116	Rep1	B_suplow	0	0.107199997	0.110100001	0.106099999	0.111033333	0.001099998	-0.000933332
C	4	4	C	BLANK	Rep1	blank	0	0.120499998	0.1215	0.106099999	0.111033333	0.014399999	0.010466668
C	5	1	C	ICL_100	Rep2	B_suplow	0	0.111500002	0.111000001	0.106099999	0.111033333	0.005400003	-3.33314E-05
C	6	2	C	ICL_118B	Rep2	B_suplow	0	0.107299998	0.1087	0.106099999	0.111033333	0.001199999	-0.002333333
C	7	3	C	ICL_116	Rep2	B_suplow	0	0.104800001	0.109200001	0.106099999	0.111033333	-0.001299998	-0.001833332
C	8	4	C	BLANK	Rep2	blank	0	0.1096	0.113399997	0.106099999	0.111033333	0.003500001	0.002366665
C	9	1	C	ICL_100	Rep3	B_suplow	0	0.1105	0.115099996	0.106099999	0.111033333	0.004400001	0.004066663
C	10	2	C	ICL_118B	Rep3	B_suplow	0	0.115699999	0.1206	0.106099999	0.111033333	0.0096	0.009566667
C	11	3	C	ICL_116	Rep3	B_suplow	0	0.108599998	0.111900002	0.106099999	0.111033333	0.002499999	0.000866669
C	12	4	C	BLANK	Rep3	blank	0	0.1052	0.109700002	0.106099999	0.111033333	-0.000899999	-0.001333331
D	1	1	D	ICL_101	Rep1	B_suplow	0	0.100699998	0.104099996	0.106099999	0.111033333	-0.005400001	-0.006933336
D	2	2	D	ICL_132	Rep1	B_suplow	0	0.103799999	0.107100002	0.106099999	0.111033333	-0.0023	-0.00393333
D	3	3	D	ICL_199	Rep1	B_suplow	0	0.1052	0.1074	0.106099999	0.111033333	-0.000899999	-0.003633333
D	4	4	D	ICL_129A	Rep1	B_suplow	0	0.108400002	0.109200001	0.106099999	0.111033333	0.002300003	-0.001833332
D	5	1	D	ICL_101	Rep2	B_suplow	0	0.112499997	0.111599997	0.106099999	0.111033333	0.006399998	0.000566664
D	6	2	D	ICL_132	Rep2	B_suplow	0	0.111599997	0.111400001	0.106099999	0.111033333	0.005499997	0.000366668
D	7	3	D	ICL_199	Rep2	B_suplow	0	0.112300001	0.109999999	0.106099999	0.111033333	0.006200002	-0.001033333
D	8	4	D	ICL_129A	Rep2	B_suplow	0	0.114399999	0.112099998	0.106099999	0.111033333	0.0083	0.001066665
D	9	1	D	ICL_101	Rep3	B_suplow	0	0.107100002	0.109999999	0.106099999	0.111033333	0.001000003	-0.001033333
D	10	2	D	ICL_132	Rep3	B_suplow	0	0.108000003	0.110600002	0.106099999	0.111033333	0.001900004	-0.000433331
D	11	3	D	ICL_199	Rep3	B_suplow	0	0.1105	0.114500001	0.106099999	0.111033333	0.004400001	0.003466668
D	12	4	D	ICL_129A	Rep3	B_suplow	0	0.104599997	0.109700002	0.106099999	0.111033333	-0.001500002	-0.001333331
E	1	1	E	ICL_103	Rep1	B_suplow	0	0.101800002	0.106700003	0.106099999	0.111033333	-0.004299997	-0.00433333
E	2	2	E	ICL_139A	Rep1	B_suplow	0	0.101800002	0.1052	0.106099999	0.111033333	-0.004299997	-0.005833333
E	3	3	E	ICL_201	Rep1	B_suplow	0	0.105400003	0.108400002	0.106099999	0.111033333	-0.000699996	-0.002633331
E	4	4	E	ICL_184BA	Rep1	B_suplow	0	0.107500002	0.109099999	0.106099999	0.111033333	0.001400003	-0.001933334
E	5	1	E	ICL_103	Rep2	B_suplow	0	0.101899996	0.105099998	0.106099999	0.111033333	-0.004200003	-0.005933334
E	6	2	E	ICL_139A	Rep2	B_suplow	0	0.110200003	0.114600003	0.106099999	0.111033333	0.004100004	0.00356667
E	7	3	E	ICL_201	Rep2	B_suplow	0	0.116700001	0.1175	0.106099999	0.111033333	0.010600002	0.006466667
E	8	4	E	ICL_184BA	Rep2	B_suplow	0	0.105800003	0.107900001	0.106099999	0.111033333	-0.000299996	-0.003133332
E	9	1	E	ICL_103	Rep3	B_suplow	0	0.107199997	0.110299997	0.106099999	0.111033333	0.001099998	-0.000733336
E	10	2	E	ICL_139A	Rep3	B_suplow	0	0.1153	0.118500002	0.106099999	0.111033333	0.009200001	0.007466669
E	11	3	E	ICL_201	Rep3	B_suplow	0	0.115599997	0.119999997	0.106099999	0.111033333	0.009499998	0.008966664
E	12	4	E	ICL_184BA	Rep3	B_suplow	0	0.109899998	0.113399997	0.106099999	0.111033333	0.003799999	0.002366665
F	1	1	F	ICL_108	Rep1	B_suplow	0	0.105700001	0.109899998	0.106099999	0.111033333	-0.000399998	-0.001133335
F	2	2	F	ICL_144	Rep1	B_suplow	0	0.101899996	0.105300002	0.106099999	0.111033333	-0.004200003	-0.005733331
F	3	3	F	ICL_208B	Rep1	B_suplow	0	0.103200004	0.105899997	0.106099999	0.111033333	-0.002899996	-0.005133336
F	4	4	F	ICL_20BA	Rep1	B_suplow	0	0.104900002	0.1096	0.106099999	0.111033333	-0.001199997	-0.001433333
F	5	1	F	ICL_108	Rep2	B_suplow	0	0.109899998	0.114399999	0.106099999	0.111033333	0.003799999	0.003366667
F	6	2	F	ICL_144	Rep2	B_suplow	0	0.110299997	0.114299998	0.106099999	0.111033333	0.004199998	0.003266665
F	7	3	F	ICL_208B	Rep2	B_suplow	0	0.1052	0.108499996	0.106099999	0.111033333	-0.000899999	-0.002533336
F	8	4	F	ICL_20BA	Rep2	B_suplow	0	0.105999999	0.107299998	0.106099999	0.111033333	-0.0001	-0.003733334
F	9	1	F	ICL_108	Rep3	B_suplow	0	0.104400001	0.106799997	0.106099999	0.111033333	-0.001699998	-0.004233335
F	10	2	F	ICL_144	Rep3	B_suplow	0	0.104800001	0.109099999	0.106099999	0.111033333	-0.001299998	-0.001933334
F	11	3	F	ICL_208B	Rep3	B_suplow	0	0.107799999	0.112499997	0.106099999	0.111033333	0.0017	0.001466664
F	12	4	F	ICL_20BA	Rep3	B_suplow	0	0.107699998	0.111299999	0.106099999	0.111033333	0.001599999	0.000266666
G	1	1	G	ICL_112	Rep1	B_suplow	0	0.107100002	0.112099998	0.106099999	0.111033333	0.001000003	0.001066665
G	2	2	G	ICL_160	Rep1	B_suplow	0	0.1065	0.110200003	0.106099999	0.111033333	0.000400001	-0.00083333
G	3	3	G	ICL_41	Rep1	B_suplow	0	0.134399995	0.134100005	0.106099999	0.111033333	0.028299996	0.023066672
G	4	4	G	ICL_162	Rep1	B_suplow	0	0.1083	0.109300002	0.106099999	0.111033333	0.002200001	-0.00173333
G	5	1	G	ICL_112	Rep2	B_suplow	0	0.109399997	0.111599997	0.106099999	0.111033333	0.003299997	0.000566664
G	6	2	G	ICL_160	Rep2	B_suplow	0	0.106200002	0.109399997	0.106099999	0.111033333	0.000100003	-0.001633336
G	7	3	G	ICL_41	Rep2	B_suplow	0	0.109099999	0.112999998	0.106099999	0.111033333	0.003	0.001966665
G	8	4	G	ICL_162	Rep2	B_suplow	0	0.103	0.108599998	0.106099999	0.111033333	-0.003099999	-0.002433335
G	9	1	G	ICL_112	Rep3	B_suplow	0	0.113499999	0.119999997	0.106099999	0.111033333	0.0074	0.008966664
G	10	2	G	ICL_160	Rep3	B_suplow	0	0.114200003	0.120099999	0.106099999	0.111033333	0.008100004	0.009066666
G	11	3	G	ICL_41	Rep3	B_suplow	0	0.106200002	0.110399999	0.106099999	0.111033333	0.000100003	-0.000633334
G	12	4	G	ICL_162	Rep3	B_suplow	0	0.111199997	0.114699997	0.106099999	0.111033333	0.005099998	0.003666664
H	1	1	H	ICL_114B	Rep1	B_suplow	0	0.102899998	0.108000003	0.106099999	0.111033333	-0.003200001	-0.00303333
H	2	2	H	ICL_172	Rep1	B_suplow	0	0.100199997	0.104999997	0.106099999	0.111033333	-0.005900002	-0.006033336
H	3	3	H	ICL_48	Rep1	B_suplow	0	0.105400003	0.108099997	0.106099999	0.111033333	-0.000699996	-0.002933336
H	4	4	H	CHLAMY	Rep1	chlamy	0	0.100199997	0.104699999	0.106099999	0.111033333	-0.005900002	-0.006333334
H	5	1	H	ICL_114B	Rep2	B_suplow	0	0.1087	0.113700002	0.106099999	0.111033333	0.002600001	0.00266667
H	6	2	H	ICL_172	Rep2	B_suplow	0	0.108000003	0.112999998	0.106099999	0.111033333	0.001900004	0.001966665
H	7	3	H	ICL_48	Rep2	B_suplow	0	0.1105	0.113899998	0.106099999	0.111033333	0.004400001	0.002866666
H	8	4	H	CHLAMY	Rep2	chlamy	0	0.097800002	0.1008	0.106099999	0.111033333	-0.008299998	-0.010233333
H	9	1	H	ICL_114B	Rep3	B_suplow	0	0.104599997	0.1074	0.106099999	0.111033333	-0.001500002	-0.003633333
H	10	2	H	ICL_172	Rep3	B_suplow	0	0.112300001	0.115900002	0.106099999	0.111033333	0.006200002	0.00486667
H	11	3	H	ICL_48	Rep3	B_suplow	0	0.110100001	0.112999998	0.106099999	0.111033333	0.004000002	0.001966665
H	12	4	H	CHLAMY	Rep3	chlamy	0	0.103299998	0.106799997	0.106099999	0.111033333	-0.002800001	-0.004233335
A	1	1	A	ICL_186B	Rep1	B_suplow	24	0.114100002	0.116099998	0.112833334	0.115866665	0.001266668	0.000233334
A	2	2	A	ICL_115	Rep1	B_suplow	24	0.114	0.116800003	0.112833334	0.115866665	0.001166667	0.000933338
A	3	3	A	ICL_163	Rep1	B_suplow	24	0.118600003	0.119099997	0.112833334	0.115866665	0.00576667	0.003233332
A	4	4	A	ICL_60	Rep1	B_suplow	24	0.1215	0.1219	0.112833334	0.115866665	0.008666667	0.006033335
A	5	1	A	ICL_186B	Rep2	B_suplow	24	0.121100001	0.122000001	0.112833334	0.115866665	0.008266668	0.006133337
A	6	2	A	ICL_115	Rep2	B_suplow	24	0.118799999	0.120200001	0.112833334	0.115866665	0.005966666	0.004333336
A	7	3	A	ICL_163	Rep2	B_suplow	24	0.1197	0.1219	0.112833334	0.115866665	0.006866666	0.006033335
A	8	4	A	ICL_60	Rep2	B_suplow	24	0.123300001	0.124499999	0.112833334	0.115866665	0.010466668	0.008633334
A	9	1	A	ICL_186B	Rep3	B_suplow	24	0.122500002	0.124200001	0.112833334	0.115866665	0.009666669	0.008333337
A	10	2	A	ICL_115	Rep3	B_suplow	24	0.117299996	0.1184	0.112833334	0.115866665	0.004466663	0.002533335
A	11	3	A	ICL_163	Rep3	B_suplow	24	0.117899999	0.120999999	0.112833334	0.115866665	0.005066666	0.005133335
A	12	4	A	ICL_60	Rep3	B_suplow	24	0.1127	0.116700001	0.112833334	0.115866665	-0.000133333	0.000833336
B	1	1	B	ICL_129B	Rep1	B_suplow	24	0.107900001	0.109300002	0.112833334	0.115866665	-0.004933332	-0.006566662
B	2	2	B	ICL_117	Rep1	B_suplow	24	0.119000003	0.118600003	0.112833334	0.115866665	0.006166669	0.002733339
B	3	3	B	ICL_170	Rep1	B_suplow	24	0.114799999	0.115500003	0.112833334	0.115866665	0.001966665	-0.000366662
B	4	4	B	ICL_24	Rep1	B_suplow	24	0.125599995	0.129999995	0.112833334	0.115866665	0.012766662	0.01413333
B	5	1	B	ICL_129B	Rep2	B_suplow	24	0.118600003	0.121799998	0.112833334	0.115866665	0.00576667	0.005933333
B	6	2	B	ICL_117	Rep2	B_suplow	24	0.124300003	0.125699997	0.112833334	0.115866665	0.01146667	0.009833332
B	7	3	B	ICL_170	Rep2	B_suplow	24	0.127599999	0.127599999	0.112833334	0.115866665	0.014766666	0.011733335
B	8	4	B	ICL_24	Rep2	B_suplow	24	0.128199995	0.129199997	0.112833334	0.115866665	0.015366661	0.013333332
B	9	1	B	ICL_129B	Rep3	B_suplow	24	0.128900006	0.129800007	0.112833334	0.115866665	0.016066673	0.013933342
B	10	2	B	ICL_117	Rep3	B_suplow	24	0.113399997	0.114699997	0.112833334	0.115866665	0.000566664	-0.001166668
B	11	3	B	ICL_170	Rep3	B_suplow	24	0.116999999	0.118100002	0.112833334	0.115866665	0.004166665	0.002233338
B	12	4	B	ICL_24	Rep3	B_suplow	24	0.112199999	0.115500003	0.112833334	0.115866665	-0.000633334	-0.000366662
C	1	1	C	ICL_100	Rep1	B_suplow	24	0.111599997	0.1118	0.112833334	0.115866665	-0.001233337	-0.004066665
C	2	2	C	ICL_118B	Rep1	B_suplow	24	0.123300001	0.123400003	0.112833334	0.115866665	0.010466668	0.007533338
C	3	3	C	ICL_116	Rep1	B_suplow	24	0.119499996	0.120800003	0.112833334	0.115866665	0.006666663	0.004933339
C	4	4	C	BLANK	Rep1	blank	24	0.110399999	0.113799997	0.112833334	0.115866665	-0.002433335	-0.002066668
C	5	1	C	ICL_100	Rep2	B_suplow	24	0.1215	0.122299999	0.112833334	0.115866665	0.008666667	0.006433334
C	6	2	C	ICL_118B	Rep2	B_suplow	24	0.118199997	0.121100001	0.112833334	0.115866665	0.005366663	0.005233336
C	7	3	C	ICL_116	Rep2	B_suplow	24	0.111000001	0.114799999	0.112833334	0.115866665	-0.001833332	-0.001066666
C	8	4	C	BLANK	Rep2	blank	24	0.116800003	0.122299999	0.112833334	0.115866665	0.003966669	0.006433334
C	9	1	C	ICL_100	Rep3	B_suplow	24	0.122400001	0.127200007	0.112833334	0.115866665	0.009566667	0.011333343
C	10	2	C	ICL_118B	Rep3	B_suplow	24	0.118299998	0.120899998	0.112833334	0.115866665	0.005466665	0.005033333
C	11	3	C	ICL_116	Rep3	B_suplow	24	0.123300001	0.123999998	0.112833334	0.115866665	0.010466668	0.008133333
C	12	4	C	BLANK	Rep3	blank	24	0.118299998	0.1206	0.112833334	0.115866665	0.005466665	0.004733335
D	1	1	D	ICL_101	Rep1	B_suplow	24	0.107500002	0.108000003	0.112833334	0.115866665	-0.005333332	-0.007866662
D	2	2	D	ICL_132	Rep1	B_suplow	24	0.105300002	0.1074	0.112833334	0.115866665	-0.007533332	-0.008466665
D	3	3	D	ICL_199	Rep1	B_suplow	24	0.105899997	0.109300002	0.112833334	0.115866665	-0.006933336	-0.006566662
D	4	4	D	ICL_129A	Rep1	B_suplow	24	0.114500001	0.1162	0.112833334	0.115866665	0.001666668	0.000333335
D	5	1	D	ICL_101	Rep2	B_suplow	24	0.123999998	0.1237	0.112833334	0.115866665	0.011166664	0.007833336
D	6	2	D	ICL_132	Rep2	B_suplow	24	0.123400003	0.123400003	0.112833334	0.115866665	0.010566669	0.007533338
D	7	3	D	ICL_199	Rep2	B_suplow	24	0.115800001	0.1193	0.112833334	0.115866665	0.002966667	0.003433336
D	8	4	D	ICL_129A	Rep2	B_suplow	24	0.119900003	0.123499997	0.112833334	0.115866665	0.00706667	0.007633332
D	9	1	D	ICL_101	Rep3	B_suplow	24	0.121699996	0.1237	0.112833334	0.115866665	0.008866663	0.007833336
D	10	2	D	ICL_132	Rep3	B_suplow	24	0.121299997	0.122699998	0.112833334	0.115866665	0.008466663	0.006833334
D	11	3	D	ICL_199	Rep3	B_suplow	24	0.124200001	0.126200005	0.112833334	0.115866665	0.011366668	0.010333341
D	12	4	D	ICL_129A	Rep3	B_suplow	24	0.118500002	0.120999999	0.112833334	0.115866665	0.005666668	0.005133335
E	1	1	E	ICL_103	Rep1	B_suplow	24	0.104699999	0.107600003	0.112833334	0.115866665	-0.008133334	-0.008266661
E	2	2	E	ICL_139A	Rep1	B_suplow	24	0.1175	0.1171	0.112833334	0.115866665	0.004666666	0.001233336
E	3	3	E	ICL_201	Rep1	B_suplow	24	0.119499996	0.120200001	0.112833334	0.115866665	0.006666663	0.004333336
E	4	4	E	ICL_184BA	Rep1	B_suplow	24	0.110600002	0.113799997	0.112833334	0.115866665	-0.002233331	-0.002066668
E	5	1	E	ICL_103	Rep2	B_suplow	24	0.115599997	0.117899999	0.112833334	0.115866665	0.002766664	0.002033334
E	6	2	E	ICL_139A	Rep2	B_suplow	24	0.1149	0.119599998	0.112833334	0.115866665	0.002066667	0.003733333
E	7	3	E	ICL_201	Rep2	B_suplow	24	0.1285	0.130099997	0.112833334	0.115866665	0.015666666	0.014233332
E	8	4	E	ICL_184BA	Rep2	B_suplow	24	0.1171	0.1175	0.112833334	0.115866665	0.004266667	0.001633335
E	9	1	E	ICL_103	Rep3	B_suplow	24	0.119599998	0.1206	0.112833334	0.115866665	0.006766664	0.004733335
E	10	2	E	ICL_139A	Rep3	B_suplow	24	0.125200003	0.126699999	0.112833334	0.115866665	0.01236667	0.010833334
E	11	3	E	ICL_201	Rep3	B_suplow	24	0.125799999	0.127499998	0.112833334	0.115866665	0.012966665	0.011633333
E	12	4	E	ICL_184BA	Rep3	B_suplow	24	0.123499997	0.124700002	0.112833334	0.115866665	0.010666663	0.008833338
F	1	1	F	ICL_108	Rep1	B_suplow	24	0.115699999	0.117600001	0.112833334	0.115866665	0.002866666	0.001733337
F	2	2	F	ICL_144	Rep1	B_suplow	24	0.114699997	0.115800001	0.112833334	0.115866665	0.001866663	-6.66641E-05
F	3	3	F	ICL_208B	Rep1	B_suplow	24	0.116899997	0.117700003	0.112833334	0.115866665	0.004066663	0.001833338
F	4	4	F	ICL_20BA	Rep1	B_suplow	24	0.112300001	0.116400003	0.112833334	0.115866665	-0.000533332	0.000533339
F	5	1	F	ICL_108	Rep2	B_suplow	24	0.116899997	0.121399999	0.112833334	0.115866665	0.004066663	0.005533334
F	6	2	F	ICL_144	Rep2	B_suplow	24	0.122500002	0.125200003	0.112833334	0.115866665	0.009666669	0.009333339
F	7	3	F	ICL_208B	Rep2	B_suplow	24	0.112999998	0.117200002	0.112833334	0.115866665	0.000166665	0.001333337
F	8	4	F	ICL_20BA	Rep2	B_suplow	24	0.116800003	0.116999999	0.112833334	0.115866665	0.003966669	0.001133334
F	9	1	F	ICL_108	Rep3	B_suplow	24	0.118500002	0.120200001	0.112833334	0.115866665	0.005666668	0.004333336
F	10	2	F	ICL_144	Rep3	B_suplow	24	0.117600001	0.120099999	0.112833334	0.115866665	0.004766668	0.004233334
F	11	3	F	ICL_208B	Rep3	B_suplow	24	0.122500002	0.124600001	0.112833334	0.115866665	0.009666669	0.008733336
F	12	4	F	ICL_20BA	Rep3	B_suplow	24	0.118000001	0.119400002	0.112833334	0.115866665	0.005166667	0.003533337
G	1	1	G	ICL_112	Rep1	B_suplow	24	0.114699997	0.118100002	0.112833334	0.115866665	0.001866663	0.002233338
G	2	2	G	ICL_160	Rep1	B_suplow	24	0.116599999	0.118199997	0.112833334	0.115866665	0.003766666	0.002333332
G	3	3	G	ICL_41	Rep1	B_suplow	24	0.147699997	0.145199999	0.112833334	0.115866665	0.034866663	0.029333334
G	4	4	G	ICL_162	Rep1	B_suplow	24	0.123499997	0.121200003	0.112833334	0.115866665	0.010666663	0.005333338
G	5	1	G	ICL_112	Rep2	B_suplow	24	0.122199997	0.122599997	0.112833334	0.115866665	0.009366664	0.006733332
G	6	2	G	ICL_160	Rep2	B_suplow	24	0.119199999	0.119900003	0.112833334	0.115866665	0.006366665	0.004033338
G	7	3	G	ICL_41	Rep2	B_suplow	24	0.122900002	0.124899998	0.112833334	0.115866665	0.010066668	0.009033334
G	8	4	G	ICL_162	Rep2	B_suplow	24	0.120899998	0.1237	0.112833334	0.115866665	0.008066664	0.007833336
G	9	1	G	ICL_112	Rep3	B_suplow	24	0.126100004	0.130600005	0.112833334	0.115866665	0.01326667	0.014733341
G	10	2	G	ICL_160	Rep3	B_suplow	24	0.123999998	0.127200007	0.112833334	0.115866665	0.011166664	0.011333343
G	11	3	G	ICL_41	Rep3	B_suplow	24	0.121299997	0.121799998	0.112833334	0.115866665	0.008466663	0.005933333
G	12	4	G	ICL_162	Rep3	B_suplow	24	0.126200005	0.126800001	0.112833334	0.115866665	0.013366672	0.010933336
H	1	1	H	ICL_114B	Rep1	B_suplow	24	0.112599999	0.116099998	0.112833334	0.115866665	-0.000233335	0.000233334
H	2	2	H	ICL_172	Rep1	B_suplow	24	0.107600003	0.111500002	0.112833334	0.115866665	-0.00523333	-0.004366662
H	3	3	H	ICL_48	Rep1	B_suplow	24	0.118699998	0.119400002	0.112833334	0.115866665	0.005866664	0.003533337
H	4	4	H	CHLAMY	Rep1	chlamy	24	0.1083	0.111599997	0.112833334	0.115866665	-0.004533333	-0.004266668
H	5	1	H	ICL_114B	Rep2	B_suplow	24	0.123999998	0.126900002	0.112833334	0.115866665	0.011166664	0.011033338
H	6	2	H	ICL_172	Rep2	B_suplow	24	0.120099999	0.123300001	0.112833334	0.115866665	0.007266665	0.007433336
H	7	3	H	ICL_48	Rep2	B_suplow	24	0.126200005	0.127399996	0.112833334	0.115866665	0.013366672	0.011533331
H	8	4	H	CHLAMY	Rep2	chlamy	24	0.1087	0.109999999	0.112833334	0.115866665	-0.004133334	-0.005866665
H	9	1	H	ICL_114B	Rep3	B_suplow	24	0.120499998	0.120899998	0.112833334	0.115866665	0.007666665	0.005033333
H	10	2	H	ICL_172	Rep3	B_suplow	24	0.1259	0.127399996	0.112833334	0.115866665	0.013066667	0.011533331
H	11	3	H	ICL_48	Rep3	B_suplow	24	0.1237	0.124600001	0.112833334	0.115866665	0.010866667	0.008733336
H	12	4	H	CHLAMY	Rep3	chlamy	24	0.114500001	0.116899997	0.112833334	0.115866665	0.001666668	0.001033332
A	1	1	A	ICL_186B	Rep1	B_suplow	48	0.123000003	0.121600002	0.114300001	0.117166666	0.008700002	0.004433336
A	2	2	A	ICL_115	Rep1	B_suplow	48	0.120099999	0.120999999	0.114300001	0.117166666	0.005799998	0.003833334
A	3	3	A	ICL_163	Rep1	B_suplow	48	0.117899999	0.1193	0.114300001	0.117166666	0.003599998	0.002133335
A	4	4	A	ICL_60	Rep1	B_suplow	48	0.122400001	0.123400003	0.114300001	0.117166666	0.008099999	0.006233337
A	5	1	A	ICL_186B	Rep2	B_suplow	48	0.120099999	0.1219	0.114300001	0.117166666	0.005799998	0.004733334
A	6	2	A	ICL_115	Rep2	B_suplow	48	0.118500002	0.120800003	0.114300001	0.117166666	0.0042	0.003633338
A	7	3	A	ICL_163	Rep2	B_suplow	48	0.1074	0.110600002	0.114300001	0.117166666	-0.006900001	-0.006566664
A	8	4	A	ICL_60	Rep2	B_suplow	48	0.122699998	0.123899996	0.114300001	0.117166666	0.008399997	0.006733331
A	9	1	A	ICL_186B	Rep3	B_suplow	48	0.122199997	0.123300001	0.114300001	0.117166666	0.007899996	0.006133335
A	10	2	A	ICL_115	Rep3	B_suplow	48	0.117200002	0.118299998	0.114300001	0.117166666	0.002900001	0.001133333
A	11	3	A	ICL_163	Rep3	B_suplow	48	0.117700003	0.120300002	0.114300001	0.117166666	0.003400002	0.003133337
A	12	4	A	ICL_60	Rep3	B_suplow	48	0.115699999	0.1184	0.114300001	0.117166666	0.001399998	0.001233334
B	1	1	B	ICL_129B	Rep1	B_suplow	48	0.121200003	0.120700002	0.114300001	0.117166666	0.006900001	0.003533336
B	2	2	B	ICL_117	Rep1	B_suplow	48	0.119999997	0.121200003	0.114300001	0.117166666	0.005699996	0.004033337
B	3	3	B	ICL_170	Rep1	B_suplow	48	0.116400003	0.121600002	0.114300001	0.117166666	0.002100002	0.004433336
B	4	4	B	ICL_24	Rep1	B_suplow	48	0.115699999	0.126800001	0.114300001	0.117166666	0.001399998	0.009633335
B	5	1	B	ICL_129B	Rep2	B_suplow	48	0.105099998	0.1096	0.114300001	0.117166666	-0.009200003	-0.007566666
B	6	2	B	ICL_117	Rep2	B_suplow	48	0.115599997	0.123199999	0.114300001	0.117166666	0.001299996	0.006033334
B	7	3	B	ICL_170	Rep2	B_suplow	48	0.120899998	0.126499996	0.114300001	0.117166666	0.006599996	0.00933333
B	8	4	B	ICL_24	Rep2	B_suplow	48	0.120200001	0.125100002	0.114300001	0.117166666	0.005899999	0.007933336
B	9	1	B	ICL_129B	Rep3	B_suplow	48	0.127100006	0.128900006	0.114300001	0.117166666	0.012800004	0.011733341
B	10	2	B	ICL_117	Rep3	B_suplow	48	0.117299996	0.119999997	0.114300001	0.117166666	0.002999995	0.002833332
B	11	3	B	ICL_170	Rep3	B_suplow	48	0.119000003	0.120099999	0.114300001	0.117166666	0.004700001	0.002933333
B	12	4	B	ICL_24	Rep3	B_suplow	48	0.112400003	0.115599997	0.114300001	0.117166666	-0.001899999	-0.001566668
C	1	1	C	ICL_100	Rep1	B_suplow	48	0.119400002	0.119400002	0.114300001	0.117166666	0.005100001	0.002233336
