,samp_day,t(h),condition,c_b_ratio,replicate,well,content,measurement_type,wavelength,measure,blank_mean,corr_measure
21,2019-04-16 19:23:35,0,b+sup,low,1,F3,ICL_208B,absorbance,680_nm,0.10320000350475313,0.10875555624564488,-0.005555552740891756
22,2019-04-16 19:23:35,0,b+sup,low,1,G3,ICL_41,absorbance,680_nm,0.13439999520778656,0.10875555624564488,0.025644438962141677
23,2019-04-16 19:23:35,0,b+sup,low,1,H3,ICL_48,absorbance,680_nm,0.10540000349283217,0.10875555624564488,-0.0033555527528127127
24,2019-04-16 19:23:35,0,b+sup,low,1,A4,ICL_60,absorbance,680_nm,0.10729999840259552,0.10875555624564488,-0.0014555578430493626
25,2019-04-16 19:23:35,0,b+sup,low,1,B4,ICL_24,absorbance,680_nm,0.11339999735355374,0.10875555624564488,0.0046444411079088616
26,2019-04-16 19:23:35,0,b+sup,low,1,C4,BLANK,absorbance,680_nm,0.12049999833106995,0.10875555624564488,0.011744442085425064
27,2019-04-16 19:23:35,0,b+sup,low,1,D4,ICL_129A,absorbance,680_nm,0.10840000212192537,0.10875555624564488,-0.0003555541237195148
28,2019-04-16 19:23:35,0,b+sup,low,1,E4,ICL_184BA,absorbance,680_nm,0.10750000178813934,0.10875555624564488,-0.0012555544575055394
29,2019-04-16 19:23:35,0,b+sup,low,1,F4,ICL_20BA,absorbance,680_nm,0.10490000247955322,0.10875555624564488,-0.00385555376609166
30,2019-04-16 19:23:35,0,b+sup,low,1,G4,ICL_162,absorbance,680_nm,0.10830000042915344,0.10875555624564488,-0.0004555558164914403
31,2019-04-16 19:23:35,0,b+sup,low,1,H4,CHLAMY,absorbance,680_nm,0.10019999742507936,0.10875555624564488,-0.008555558820565523
32,2019-04-16 19:23:35,0,b+sup,low,1,A5,ICL_186B,absorbance,680_nm,0.1088000014424324,0.10875555624564488,4.44451967875209e-05
33,2019-04-16 19:23:35,0,b+sup,low,1,B5,ICL_129B,absorbance,680_nm,0.10509999841451644,0.10875555624564488,-0.0036555578311284476
34,2019-04-16 19:23:35,0,b+sup,low,1,C5,ICL_100,absorbance,680_nm,0.11150000244379044,0.10875555624564488,0.002744446198145553
35,2019-04-16 19:23:35,0,b+sup,low,1,D5,ICL_101,absorbance,680_nm,0.11249999701976776,0.10875555624564488,0.0037444407741228786
36,2019-04-16 19:23:35,0,b+sup,low,1,E5,ICL_103,absorbance,680_nm,0.10189999639987946,0.10875555624564488,-0.006855559845765427
37,2019-04-16 19:23:35,0,b+sup,low,1,F5,ICL_108,absorbance,680_nm,0.10989999771118164,0.10875555624564488,0.001144441465536758
38,2019-04-16 19:23:35,0,b+sup,low,1,G5,ICL_112,absorbance,680_nm,0.10939999669790268,0.10875555624564488,0.0006444404522577968
39,2019-04-16 19:23:35,0,b+sup,low,1,H5,ICL_114B,absorbance,680_nm,0.10869999974966048,0.10875555624564488,-5.55564959844046e-05
40,2019-04-16 19:23:35,0,b+sup,low,1,A6,ICL_115,absorbance,680_nm,0.10639999806880952,0.10875555624564488,-0.0023555581768353595
41,2019-04-16 19:23:35,0,b+sup,low,1,B6,ICL_117,absorbance,680_nm,0.1080000028014183,0.10875555624564488,-0.0007555534442265782
42,2019-04-16 19:23:35,0,b+sup,low,1,C6,ICL_118B,absorbance,680_nm,0.10729999840259552,0.10875555624564488,-0.0014555578430493626
43,2019-04-16 19:23:35,0,b+sup,low,1,D6,ICL_132,absorbance,680_nm,0.11159999668598176,0.10875555624564488,0.0028444404403368817
44,2019-04-16 19:23:35,0,b+sup,low,1,E6,ICL_139A,absorbance,680_nm,0.11020000278949738,0.10875555624564488,0.0014444465438524928
45,2019-04-16 19:23:35,0,b+sup,low,1,F6,ICL_144,absorbance,680_nm,0.11029999703168868,0.10875555624564488,0.0015444407860437936
46,2019-04-16 19:23:35,0,b+sup,low,1,G6,ICL_160,absorbance,680_nm,0.10620000213384627,0.10875555624564488,-0.0025555541117986136
47,2019-04-16 19:23:35,0,b+sup,low,1,H6,ICL_172,absorbance,680_nm,0.1080000028014183,0.10875555624564488,-0.0007555534442265782
48,2019-04-16 19:23:35,0,b+sup,low,1,A7,ICL_163,absorbance,680_nm,0.10769999772310256,0.10875555624564488,-0.001055558522542327
49,2019-04-16 19:23:35,0,b+sup,low,1,B7,ICL_170,absorbance,680_nm,0.11029999703168868,0.10875555624564488,0.0015444407860437936
50,2019-04-16 19:23:35,0,b+sup,low,1,C7,ICL_116,absorbance,680_nm,0.10480000078678132,0.10875555624564488,-0.003955555458863558
51,2019-04-16 19:23:35,0,b+sup,low,1,D7,ICL_199,absorbance,680_nm,0.11230000108480452,0.10875555624564488,0.0035444448391596384
52,2019-04-16 19:23:35,0,b+sup,low,1,E7,ICL_201,absorbance,680_nm,0.11670000106096268,0.10875555624564488,0.007944444815317794
53,2019-04-16 19:23:35,0,b+sup,low,1,F7,ICL_208B,absorbance,680_nm,0.10520000010728836,0.10875555624564488,-0.003555556138356522
54,2019-04-16 19:23:35,0,b+sup,low,1,G7,ICL_41,absorbance,680_nm,0.10909999907016754,0.10875555624564488,0.00034444282452265884
55,2019-04-16 19:23:35,0,b+sup,low,1,H7,ICL_48,absorbance,680_nm,0.11050000041723253,0.10875555624564488,0.0017444441715876446
56,2019-04-16 19:23:35,0,b+sup,low,1,A8,ICL_60,absorbance,680_nm,0.10920000076293944,0.10875555624564488,0.0004444445172945566
57,2019-04-16 19:23:35,0,b+sup,low,1,B8,ICL_24,absorbance,680_nm,0.11490000039339066,0.10875555624564488,0.006144444147745773
58,2019-04-16 19:23:35,0,b+sup,low,1,C8,BLANK,absorbance,680_nm,0.1096000000834465,0.10875555624564488,0.00084444383780162
59,2019-04-16 19:23:35,0,b+sup,low,1,D8,ICL_129A,absorbance,680_nm,0.1143999993801117,0.10875555624564488,0.005644443134466812
60,2019-04-16 19:23:35,0,b+sup,low,1,E8,ICL_184BA,absorbance,680_nm,0.10580000281333923,0.10875555624564488,-0.0029555534323056493
61,2019-04-16 19:23:35,0,b+sup,low,1,F8,ICL_20BA,absorbance,680_nm,0.10599999874830246,0.10875555624564488,-0.002755557497342423
62,2019-04-16 19:23:35,0,b+sup,low,1,G8,ICL_162,absorbance,680_nm,0.10300000011920928,0.10875555624564488,-0.005755556126435607
63,2019-04-16 19:23:35,0,b+sup,low,1,H8,CHLAMY,absorbance,680_nm,0.09780000150203703,0.10875555624564488,-0.010955554743607848
64,2019-04-16 19:23:35,0,b+sup,low,1,A9,ICL_186B,absorbance,680_nm,0.1112999990582466,0.10875555624564488,0.002544442812601716
65,2019-04-16 19:23:35,0,b+sup,low,1,B9,ICL_129B,absorbance,680_nm,0.11190000176429747,0.10875555624564488,0.003144445518652589
66,2019-04-16 19:23:35,0,b+sup,low,1,C9,ICL_100,absorbance,680_nm,0.11050000041723253,0.10875555624564488,0.0017444441715876446
67,2019-04-16 19:23:35,0,b+sup,low,1,D9,ICL_101,absorbance,680_nm,0.1071000024676323,0.10875555624564488,-0.001655553778012589
68,2019-04-16 19:23:35,0,b+sup,low,1,E9,ICL_103,absorbance,680_nm,0.1071999967098236,0.10875555624564488,-0.0015555595358212881
69,2019-04-16 19:23:35,0,b+sup,low,1,F9,ICL_108,absorbance,680_nm,0.10440000146627426,0.10875555624564488,-0.004355554779370621
70,2019-04-16 19:23:35,0,b+sup,low,1,G9,ICL_112,absorbance,680_nm,0.11349999904632567,0.10875555624564488,0.004744442800680787
71,2019-04-16 19:23:35,0,b+sup,low,1,H9,ICL_114B,absorbance,680_nm,0.10459999740123747,0.10875555624564488,-0.004155558844407409
72,2019-04-16 19:23:35,0,b+sup,low,1,A10,ICL_115,absorbance,680_nm,0.10369999706745148,0.10875555624564488,-0.005055559178193406
73,2019-04-16 19:23:35,0,b+sup,low,1,B10,ICL_117,absorbance,680_nm,0.10859999805688858,0.10875555624564488,-0.00015555818875630234
74,2019-04-16 19:23:35,0,b+sup,low,1,C10,ICL_118B,absorbance,680_nm,0.11569999903440475,0.10875555624564488,0.006944442788759872
75,2019-04-16 19:23:35,0,b+sup,low,1,D10,ICL_132,absorbance,680_nm,0.1080000028014183,0.10875555624564488,-0.0007555534442265782
76,2019-04-16 19:23:35,0,b+sup,low,1,E10,ICL_139A,absorbance,680_nm,0.1152999997138977,0.10875555624564488,0.006544443468252822
77,2019-04-16 19:23:35,0,b+sup,low,1,F10,ICL_144,absorbance,680_nm,0.10480000078678132,0.10875555624564488,-0.003955555458863558
78,2019-04-16 19:23:35,0,b+sup,low,1,G10,ICL_160,absorbance,680_nm,0.11420000344514848,0.10875555624564488,0.005444447199503599
79,2019-04-16 19:23:35,0,b+sup,low,1,H10,ICL_172,absorbance,680_nm,0.11230000108480452,0.10875555624564488,0.0035444448391596384
80,2019-04-16 19:23:35,0,b+sup,low,1,A11,ICL_163,absorbance,680_nm,0.10999999940395357,0.10875555624564488,0.0012444431583086835
81,2019-04-16 19:23:35,0,b+sup,low,1,B11,ICL_170,absorbance,680_nm,0.10289999842643738,0.10875555624564488,-0.005855557819207505
82,2019-04-16 19:23:35,0,b+sup,low,1,C11,ICL_116,absorbance,680_nm,0.10859999805688858,0.10875555624564488,-0.00015555818875630234
83,2019-04-16 19:23:35,0,b+sup,low,1,D11,ICL_199,absorbance,680_nm,0.11050000041723253,0.10875555624564488,0.0017444441715876446
84,2019-04-16 19:23:35,0,b+sup,low,1,E11,ICL_201,absorbance,680_nm,0.11559999734163286,0.10875555624564488,0.006844441095987974
85,2019-04-16 19:23:35,0,b+sup,low,1,F11,ICL_208B,absorbance,680_nm,0.10779999941587448,0.10875555624564488,-0.0009555568297704015
86,2019-04-16 19:23:35,0,b+sup,low,1,G11,ICL_41,absorbance,680_nm,0.10620000213384627,0.10875555624564488,-0.0025555541117986136
87,2019-04-16 19:23:35,0,b+sup,low,1,H11,ICL_48,absorbance,680_nm,0.11010000109672546,0.10875555624564488,0.0013444448510805812
88,2019-04-16 19:23:35,0,b+sup,low,1,A12,ICL_60,absorbance,680_nm,0.10300000011920928,0.10875555624564488,-0.005755556126435607
89,2019-04-16 19:23:35,0,b+sup,low,1,B12,ICL_24,absorbance,680_nm,0.09960000216960907,0.10875555624564488,-0.009155554076035813
90,2019-04-16 19:23:35,0,b+sup,low,1,C12,BLANK,absorbance,680_nm,0.10520000010728836,0.10875555624564488,-0.003555556138356522
91,2019-04-16 19:23:35,0,b+sup,low,1,D12,ICL_129A,absorbance,680_nm,0.10459999740123747,0.10875555624564488,-0.004155558844407409
92,2019-04-16 19:23:35,0,b+sup,low,1,E12,ICL_184BA,absorbance,680_nm,0.10989999771118164,0.10875555624564488,0.001144441465536758
93,2019-04-16 19:23:35,0,b+sup,low,1,F12,ICL_20BA,absorbance,680_nm,0.10769999772310256,0.10875555624564488,-0.001055558522542327
94,2019-04-16 19:23:35,0,b+sup,low,1,G12,ICL_162,absorbance,680_nm,0.1111999973654747,0.10875555624564488,0.0024444411198298183
95,2019-04-16 19:23:35,0,b+sup,low,1,H12,CHLAMY,absorbance,680_nm,0.10329999774694444,0.10875555624564488,-0.005455558498700441
96,2019-04-16 19:23:35,0,b+sup,low,1,A1,ICL_186B,absorbance,750_nm,0.10989999771118164,0.11304444405767652,-0.0031444463464948835
97,2019-04-16 19:23:35,0,b+sup,low,1,B1,ICL_129B,absorbance,750_nm,0.1054999977350235,0.11304444405767652,-0.007544446322653026
98,2019-04-16 19:23:35,0,b+sup,low,1,C1,ICL_100,absorbance,750_nm,0.10329999774694444,0.11304444405767652,-0.009744446310732083
99,2019-04-16 19:23:35,0,b+sup,low,1,D1,ICL_101,absorbance,750_nm,0.10409999638795853,0.11304444405767652,-0.008944447669717998
100,2019-04-16 19:23:35,0,b+sup,low,1,E1,ICL_103,absorbance,750_nm,0.10670000314712524,0.11304444405767652,-0.00634444091055128
101,2019-04-16 19:23:35,0,b+sup,low,1,F1,ICL_108,absorbance,750_nm,0.10989999771118164,0.11304444405767652,-0.0031444463464948835
102,2019-04-16 19:23:35,0,b+sup,low,1,G1,ICL_112,absorbance,750_nm,0.11209999769926073,0.11304444405767652,-0.0009444463584157986
103,2019-04-16 19:23:35,0,b+sup,low,1,H1,ICL_114B,absorbance,750_nm,0.1080000028014183,0.11304444405767652,-0.00504444125625822
104,2019-04-16 19:23:35,0,b+sup,low,1,A2,ICL_115,absorbance,750_nm,0.10859999805688858,0.11304444405767652,-0.004444446000787944
105,2019-04-16 19:23:35,0,b+sup,low,1,B2,ICL_117,absorbance,750_nm,0.10779999941587448,0.11304444405767652,-0.005244444641802043
106,2019-04-16 19:23:35,0,b+sup,low,1,C2,ICL_118B,absorbance,750_nm,0.11230000108480452,0.11304444405767652,-0.0007444429728720031
107,2019-04-16 19:23:35,0,b+sup,low,1,D2,ICL_132,absorbance,750_nm,0.1071000024676323,0.11304444405767652,-0.0059444415900442305
108,2019-04-16 19:23:35,0,b+sup,low,1,E2,ICL_139A,absorbance,750_nm,0.10520000010728836,0.11304444405767652,-0.007844443950388164
109,2019-04-16 19:23:35,0,b+sup,low,1,F2,ICL_144,absorbance,750_nm,0.10530000180006027,0.11304444405767652,-0.007744442257616252
110,2019-04-16 19:23:35,0,b+sup,low,1,G2,ICL_160,absorbance,750_nm,0.11020000278949738,0.11304444405767652,-0.0028444412681791487
111,2019-04-16 19:23:35,0,b+sup,low,1,H2,ICL_172,absorbance,750_nm,0.10499999672174454,0.11304444405767652,-0.008044447335931987
112,2019-04-16 19:23:35,0,b+sup,low,1,A3,ICL_163,absorbance,750_nm,0.10890000313520433,0.11304444405767652,-0.004144440922472195
113,2019-04-16 19:23:35,0,b+sup,low,1,B3,ICL_170,absorbance,750_nm,0.10329999774694444,0.11304444405767652,-0.009744446310732083
114,2019-04-16 19:23:35,0,b+sup,low,1,C3,ICL_116,absorbance,750_nm,0.11010000109672546,0.11304444405767652,-0.0029444429609510603
115,2019-04-16 19:23:35,0,b+sup,low,1,D3,ICL_199,absorbance,750_nm,0.10740000009536743,0.11304444405767652,-0.0056444439623090925
116,2019-04-16 19:23:35,0,b+sup,low,1,E3,ICL_201,absorbance,750_nm,0.10840000212192537,0.11304444405767652,-0.004644441935751156
117,2019-04-16 19:23:35,0,b+sup,low,1,F3,ICL_208B,absorbance,750_nm,0.10589999705553056,0.11304444405767652,-0.007144447002145962
118,2019-04-16 19:23:35,0,b+sup,low,1,G3,ICL_41,absorbance,750_nm,0.13410000503063202,0.11304444405767652,0.021055560972955495
119,2019-04-16 19:23:35,0,b+sup,low,1,H3,ICL_48,absorbance,750_nm,0.10809999704360962,0.11304444405767652,-0.004944447014066905
120,2019-04-16 19:23:35,0,b+sup,low,1,A4,ICL_60,absorbance,750_nm,0.11050000041723253,0.11304444405767652,-0.002544443640443997
121,2019-04-16 19:23:35,0,b+sup,low,1,B4,ICL_24,absorbance,750_nm,0.1186000034213066,0.11304444405767652,0.005555559363630072
122,2019-04-16 19:23:35,0,b+sup,low,1,C4,BLANK,absorbance,750_nm,0.12150000035762787,0.11304444405767652,0.008455556299951345
123,2019-04-16 19:23:35,0,b+sup,low,1,D4,ICL_129A,absorbance,750_nm,0.10920000076293944,0.11304444405767652,-0.003844443294737085
124,2019-04-16 19:23:35,0,b+sup,low,1,E4,ICL_184BA,absorbance,750_nm,0.10909999907016754,0.11304444405767652,-0.003944444987508983
125,2019-04-16 19:23:35,0,b+sup,low,1,F4,ICL_20BA,absorbance,750_nm,0.1096000000834465,0.11304444405767652,-0.0034444439742300215
126,2019-04-16 19:23:35,0,b+sup,low,1,G4,ICL_162,absorbance,750_nm,0.10930000245571136,0.11304444405767652,-0.0037444416019651594
127,2019-04-16 19:23:35,0,b+sup,low,1,H4,CHLAMY,absorbance,750_nm,0.1046999990940094,0.11304444405767652,-0.008344444963667125
128,2019-04-16 19:23:35,0,b+sup,low,1,A5,ICL_186B,absorbance,750_nm,0.11209999769926073,0.11304444405767652,-0.0009444463584157986
129,2019-04-16 19:23:35,0,b+sup,low,1,B5,ICL_129B,absorbance,750_nm,0.1096000000834465,0.11304444405767652,-0.0034444439742300215
130,2019-04-16 19:23:35,0,b+sup,low,1,C5,ICL_100,absorbance,750_nm,0.11100000143051147,0.11304444405767652,-0.0020444426271650495
131,2019-04-16 19:23:35,0,b+sup,low,1,D5,ICL_101,absorbance,750_nm,0.11159999668598176,0.11304444405767652,-0.0014444473716947598
132,2019-04-16 19:23:35,0,b+sup,low,1,E5,ICL_103,absorbance,750_nm,0.10509999841451644,0.11304444405767652,-0.007944445643160089
133,2019-04-16 19:23:35,0,b+sup,low,1,F5,ICL_108,absorbance,750_nm,0.1143999993801117,0.11304444405767652,0.0013555553224351702
134,2019-04-16 19:23:35,0,b+sup,low,1,G5,ICL_112,absorbance,750_nm,0.11159999668598176,0.11304444405767652,-0.0014444473716947598
135,2019-04-16 19:23:35,0,b+sup,low,1,H5,ICL_114B,absorbance,750_nm,0.1137000024318695,0.11304444405767652,0.0006555583741929827
136,2019-04-16 19:23:35,0,b+sup,low,1,A6,ICL_115,absorbance,750_nm,0.11010000109672546,0.11304444405767652,-0.0029444429609510603
137,2019-04-16 19:23:35,0,b+sup,low,1,B6,ICL_117,absorbance,750_nm,0.11209999769926073,0.11304444405767652,-0.0009444463584157986
138,2019-04-16 19:23:35,0,b+sup,low,1,C6,ICL_118B,absorbance,750_nm,0.10869999974966048,0.11304444405767652,-0.004344444308016046
139,2019-04-16 19:23:35,0,b+sup,low,1,D6,ICL_132,absorbance,750_nm,0.11140000075101852,0.11304444405767652,-0.001644443306658
140,2019-04-16 19:23:35,0,b+sup,low,1,E6,ICL_139A,absorbance,750_nm,0.11460000276565553,0.11304444405767652,0.0015555587079790073
141,2019-04-16 19:23:35,0,b+sup,low,1,F6,ICL_144,absorbance,750_nm,0.11429999768733977,0.11304444405767652,0.0012555536296632447
142,2019-04-16 19:23:35,0,b+sup,low,1,G6,ICL_160,absorbance,750_nm,0.10939999669790268,0.11304444405767652,-0.0036444473597738447
143,2019-04-16 19:23:35,0,b+sup,low,1,H6,ICL_172,absorbance,750_nm,0.11299999803304672,0.11304444405767652,-4.444602462980174e-05
144,2019-04-16 19:23:35,0,b+sup,low,1,A7,ICL_163,absorbance,750_nm,0.11249999701976776,0.11304444405767652,-0.0005444470379087629
145,2019-04-16 19:23:35,0,b+sup,low,1,B7,ICL_170,absorbance,750_nm,0.11339999735355374,0.11304444405767652,0.00035555329587722007
146,2019-04-16 19:23:35,0,b+sup,low,1,C7,ICL_116,absorbance,750_nm,0.10920000076293944,0.11304444405767652,-0.003844443294737085
147,2019-04-16 19:23:35,0,b+sup,low,1,D7,ICL_199,absorbance,750_nm,0.10999999940395357,0.11304444405767652,-0.003044444653722958
148,2019-04-16 19:23:35,0,b+sup,low,1,E7,ICL_201,absorbance,750_nm,0.11749999970197678,0.11304444405767652,0.004455555644300252
149,2019-04-16 19:23:35,0,b+sup,low,1,F7,ICL_208B,absorbance,750_nm,0.10849999636411667,0.11304444405767652,-0.0045444476935598555
150,2019-04-16 19:23:35,0,b+sup,low,1,G7,ICL_41,absorbance,750_nm,0.11299999803304672,0.11304444405767652,-4.444602462980174e-05
151,2019-04-16 19:23:35,0,b+sup,low,1,H7,ICL_48,absorbance,750_nm,0.11389999836683272,0.11304444405767652,0.0008555543091561951
152,2019-04-16 19:23:35,0,b+sup,low,1,A8,ICL_60,absorbance,750_nm,0.11339999735355374,0.11304444405767652,0.00035555329587722007
153,2019-04-16 19:23:35,0,b+sup,low,1,B8,ICL_24,absorbance,750_nm,0.1177000030875206,0.11304444405767652,0.004655559029844075
154,2019-04-16 19:23:35,0,b+sup,low,1,C8,BLANK,absorbance,750_nm,0.11339999735355374,0.11304444405767652,0.00035555329587722007
155,2019-04-16 19:23:35,0,b+sup,low,1,D8,ICL_129A,absorbance,750_nm,0.11209999769926073,0.11304444405767652,-0.0009444463584157986
156,2019-04-16 19:23:35,0,b+sup,low,1,E8,ICL_184BA,absorbance,750_nm,0.1079000011086464,0.11304444405767652,-0.0051444429490301175
157,2019-04-16 19:23:35,0,b+sup,low,1,F8,ICL_20BA,absorbance,750_nm,0.10729999840259552,0.11304444405767652,-0.005744445655081004
158,2019-04-16 19:23:35,0,b+sup,low,1,G8,ICL_162,absorbance,750_nm,0.10859999805688858,0.11304444405767652,-0.004444446000787944
159,2019-04-16 19:23:35,0,b+sup,low,1,H8,CHLAMY,absorbance,750_nm,0.10080000013113022,0.11304444405767652,-0.012244443926546306
160,2019-04-16 19:23:35,0,b+sup,low,1,A9,ICL_186B,absorbance,750_nm,0.11569999903440475,0.11304444405767652,0.0026555549767282305
161,2019-04-16 19:23:35,0,b+sup,low,1,B9,ICL_129B,absorbance,750_nm,0.11460000276565553,0.11304444405767652,0.0015555587079790073
162,2019-04-16 19:23:35,0,b+sup,low,1,C9,ICL_100,absorbance,750_nm,0.11509999632835388,0.11304444405767652,0.0020555522706773577
163,2019-04-16 19:23:35,0,b+sup,low,1,D9,ICL_101,absorbance,750_nm,0.10999999940395357,0.11304444405767652,-0.003044444653722958
164,2019-04-16 19:23:35,0,b+sup,low,1,E9,ICL_103,absorbance,750_nm,0.11029999703168868,0.11304444405767652,-0.002744447025987848
165,2019-04-16 19:23:35,0,b+sup,low,1,F9,ICL_108,absorbance,750_nm,0.10679999738931656,0.11304444405767652,-0.006244446668359965
166,2019-04-16 19:23:35,0,b+sup,low,1,G9,ICL_112,absorbance,750_nm,0.119999997317791,0.11304444405767652,0.006955553260114475
167,2019-04-16 19:23:35,0,b+sup,low,1,H9,ICL_114B,absorbance,750_nm,0.10740000009536743,0.11304444405767652,-0.0056444439623090925
168,2019-04-16 19:23:35,0,b+sup,low,1,A10,ICL_115,absorbance,750_nm,0.1071000024676323,0.11304444405767652,-0.0059444415900442305
169,2019-04-16 19:23:35,0,b+sup,low,1,B10,ICL_117,absorbance,750_nm,0.11140000075101852,0.11304444405767652,-0.001644443306658
170,2019-04-16 19:23:35,0,b+sup,low,1,C10,ICL_118B,absorbance,750_nm,0.12060000002384184,0.11304444405767652,0.00755555596616532
171,2019-04-16 19:23:35,0,b+sup,low,1,D10,ICL_132,absorbance,750_nm,0.11060000211000444,0.11304444405767652,-0.0024444419476720852
172,2019-04-16 19:23:35,0,b+sup,low,1,E10,ICL_139A,absorbance,750_nm,0.1185000017285347,0.11304444405767652,0.005455557670858174
173,2019-04-16 19:23:35,0,b+sup,low,1,F10,ICL_144,absorbance,750_nm,0.10909999907016754,0.11304444405767652,-0.003944444987508983
174,2019-04-16 19:23:35,0,b+sup,low,1,G10,ICL_160,absorbance,750_nm,0.1200999990105629,0.11304444405767652,0.007055554952886373
175,2019-04-16 19:23:35,0,b+sup,low,1,H10,ICL_172,absorbance,750_nm,0.11590000241994858,0.11304444405767652,0.0028555583622720537
176,2019-04-16 19:23:35,0,b+sup,low,1,A11,ICL_163,absorbance,750_nm,0.11469999700784685,0.11304444405767652,0.001655552950170322
177,2019-04-16 19:23:35,0,b+sup,low,1,B11,ICL_170,absorbance,750_nm,0.10779999941587448,0.11304444405767652,-0.005244444641802043
178,2019-04-16 19:23:35,0,b+sup,low,1,C11,ICL_116,absorbance,750_nm,0.11190000176429747,0.11304444405767652,-0.0011444422933790527
179,2019-04-16 19:23:35,0,b+sup,low,1,D11,ICL_199,absorbance,750_nm,0.1145000010728836,0.11304444405767652,0.0014555570152070818
180,2019-04-16 19:23:35,0,b+sup,low,1,E11,ICL_201,absorbance,750_nm,0.119999997317791,0.11304444405767652,0.006955553260114475
181,2019-04-16 19:23:35,0,b+sup,low,1,F11,ICL_208B,absorbance,750_nm,0.11249999701976776,0.11304444405767652,-0.0005444470379087629
182,2019-04-16 19:23:35,0,b+sup,low,1,G11,ICL_41,absorbance,750_nm,0.1103999987244606,0.11304444405767652,-0.0026444453332159223
183,2019-04-16 19:23:35,0,b+sup,low,1,H11,ICL_48,absorbance,750_nm,0.11299999803304672,0.11304444405767652,-4.444602462980174e-05
184,2019-04-16 19:23:35,0,b+sup,low,1,A12,ICL_60,absorbance,750_nm,0.10819999873638153,0.11304444405767652,-0.004844445321294993
185,2019-04-16 19:23:35,0,b+sup,low,1,B12,ICL_24,absorbance,750_nm,0.10580000281333923,0.11304444405767652,-0.007244441244337291
186,2019-04-16 19:23:35,0,b+sup,low,1,C12,BLANK,absorbance,750_nm,0.1097000017762184,0.11304444405767652,-0.0033444422814581237
187,2019-04-16 19:23:35,0,b+sup,low,1,D12,ICL_129A,absorbance,750_nm,0.1097000017762184,0.11304444405767652,-0.0033444422814581237
