samp_day	replicate	well	content	t(h)	condition	chlamy_bact_ratio	measurement_type	wavelength	measure	blank_mean	corr_measure
2019-03-22 14:43:00	1	D12	ICL_103	0.0	b+c	160	absorbance	600_nm	0.1216999962925911	0.11535624895865719	0.006343747333933905
2019-03-22 14:43:00	1	E12	ICL_48	0.0	b+c	160	absorbance	600_nm	0.12600000202655792	0.11535624895865719	0.010643753067900733
2019-03-22 14:43:00	1	F12	ICL_48	0.0	b+c	160	absorbance	600_nm	0.11890000104904175	0.11535624895865719	0.003543752090384558
2019-03-22 14:43:00	1	G12	ICL_103	0.0	b+c	160	absorbance	600_nm	0.12099999934434892	0.11535624895865719	0.0056437503856917315
2019-03-22 14:43:00	1	H12	Chlamy	0.0	b+c	160	absorbance	600_nm	0.11940000206232072	0.11535624895865719	0.004043753103663533
2019-03-22 14:43:00	1	A1	ICL_116	0.0	b+c	160	fluorescence	680_nm	24.0	0.11535624895865719	23.88464375104134
2019-03-22 14:43:00	1	B1	ICL_160	0.0	b+c	160	fluorescence	680_nm	17.0	0.11535624895865719	16.88464375104134
2019-03-22 14:43:00	1	C1	ICL_201	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	D1	ICL_116	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	E1	ICL_160	0.0	b+c	160	fluorescence	680_nm	17.0	0.11535624895865719	16.88464375104134
2019-03-22 14:43:00	1	F1	ICL_160	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	G1	ICL_116	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	H1	ICL_201	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	A2	ICL_112	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	B2	ICL_129A	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	C2	ICL_172	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	D2	ICL_112	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	E2	ICL_129A	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	F2	ICL_129A	0.0	b+c	160	fluorescence	680_nm	25.0	0.11535624895865719	24.88464375104134
2019-03-22 14:43:00	1	G2	ICL_112	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	H2	ICL_172	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	A3	ICL_163	0.0	b+c	160	fluorescence	680_nm	24.0	0.11535624895865719	23.88464375104134
2019-03-22 14:43:00	1	B3	ICL_129B	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	C3	ICL_184BA	0.0	b+c	160	fluorescence	680_nm	27.0	0.11535624895865719	26.88464375104134
2019-03-22 14:43:00	1	D3	ICL_163	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	E3	ICL_129B	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	F3	ICL_129B	0.0	b+c	160	fluorescence	680_nm	25.0	0.11535624895865719	24.88464375104134
2019-03-22 14:43:00	1	G3	ICL_163	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	H3	ICL_184BA	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	A4	ICL_24	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	B4	ICL_20BA	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	C4	ICL_186A	0.0	b+c	160	fluorescence	680_nm	25.0	0.11535624895865719	24.88464375104134
2019-03-22 14:43:00	1	D4	ICL_24	0.0	b+c	160	fluorescence	680_nm	24.0	0.11535624895865719	23.88464375104134
2019-03-22 14:43:00	1	E4	ICL_20BA	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	F4	ICL_20BA	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	G4	ICL_24	0.0	b+c	160	fluorescence	680_nm	24.0	0.11535624895865719	23.88464375104134
2019-03-22 14:43:00	1	H4	ICL_186A	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	A5	ICL_118B	0.0	b+c	160	fluorescence	680_nm	15.0	0.11535624895865719	14.884643751041343
2019-03-22 14:43:00	1	B5	ICL_60	0.0	b+c	160	fluorescence	680_nm	17.0	0.11535624895865719	16.88464375104134
2019-03-22 14:43:00	1	C5	ICL_186B	0.0	b+c	160	fluorescence	680_nm	17.0	0.11535624895865719	16.88464375104134
2019-03-22 14:43:00	1	D5	ICL_118B	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	E5	ICL_60	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	F5	ICL_60	0.0	b+c	160	fluorescence	680_nm	25.0	0.11535624895865719	24.88464375104134
2019-03-22 14:43:00	1	G5	ICL_118B	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	H5	ICL_186B	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	A6	ICL_100	0.0	b+c	160	fluorescence	680_nm	16.0	0.11535624895865719	15.884643751041343
2019-03-22 14:43:00	1	B6	ICL_144	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	C6	ICL_170	0.0	b+c	160	fluorescence	680_nm	31.0	0.11535624895865719	30.88464375104134
2019-03-22 14:43:00	1	D6	ICL_100	0.0	b+c	160	fluorescence	680_nm	24.0	0.11535624895865719	23.88464375104134
2019-03-22 14:43:00	1	E6	ICL_144	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	F6	ICL_144	0.0	b+c	160	fluorescence	680_nm	17.0	0.11535624895865719	16.88464375104134
2019-03-22 14:43:00	1	G6	ICL_100	0.0	b+c	160	fluorescence	680_nm	19.0	0.11535624895865719	18.88464375104134
2019-03-22 14:43:00	1	H6	ICL_170	0.0	b+c	160	fluorescence	680_nm	17.0	0.11535624895865719	16.88464375104134
2019-03-22 14:43:00	1	A7	ICL_108	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	B7	ICL_41	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	C7	ICL_201	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	D7	ICL_108	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	E7	ICL_41	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	F7	ICL_41	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	G7	ICL_108	0.0	b+c	160	fluorescence	680_nm	27.0	0.11535624895865719	26.88464375104134
2019-03-22 14:43:00	1	H7	Chlamy	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	A8	ICL_115	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	B8	ICL_114B	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	C8	ICL_172	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	D8	ICL_115	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	E8	ICL_114B	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	F8	ICL_114B	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	G8	ICL_115	0.0	b+c	160	fluorescence	680_nm	25.0	0.11535624895865719	24.88464375104134
2019-03-22 14:43:00	1	H8	Chlamy	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	A9	ICL_199	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	B9	ICL_208B	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	C9	ICL_184BA	0.0	b+c	160	fluorescence	680_nm	21.0	0.11535624895865719	20.88464375104134
2019-03-22 14:43:00	1	D9	ICL_199	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	E9	ICL_208B	0.0	b+c	160	fluorescence	680_nm	27.0	0.11535624895865719	26.88464375104134
2019-03-22 14:43:00	1	F9	ICL_208B	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	G9	ICL_199	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	H9	Chlamy	0.0	b+c	160	fluorescence	680_nm	26.0	0.11535624895865719	25.88464375104134
2019-03-22 14:43:00	1	A10	ICL_101	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	B10	ICL_117	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	C10	ICL_186A	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	D10	ICL_101	0.0	b+c	160	fluorescence	680_nm	16.0	0.11535624895865719	15.884643751041343
2019-03-22 14:43:00	1	E10	ICL_117	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	F10	ICL_117	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	G10	ICL_101	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	H10	Chlamy	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	A11	ICL_139A	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	B11	ICL_132	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	C11	ICL_186B	0.0	b+c	160	fluorescence	680_nm	27.0	0.11535624895865719	26.88464375104134
2019-03-22 14:43:00	1	D11	ICL_139A	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	E11	ICL_132	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	F11	ICL_132	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	G11	ICL_139A	0.0	b+c	160	fluorescence	680_nm	17.0	0.11535624895865719	16.88464375104134
2019-03-22 14:43:00	1	H11	Chlamy	0.0	b+c	160	fluorescence	680_nm	23.0	0.11535624895865719	22.88464375104134
2019-03-22 14:43:00	1	A12	ICL_103	0.0	b+c	160	fluorescence	680_nm	19.0	0.11535624895865719	18.88464375104134
2019-03-22 14:43:00	1	B12	ICL_48	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	C12	ICL_170	0.0	b+c	160	fluorescence	680_nm	17.0	0.11535624895865719	16.88464375104134
2019-03-22 14:43:00	1	D12	ICL_103	0.0	b+c	160	fluorescence	680_nm	27.0	0.11535624895865719	26.88464375104134
2019-03-22 14:43:00	1	E12	ICL_48	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	F12	ICL_48	0.0	b+c	160	fluorescence	680_nm	20.0	0.11535624895865719	19.88464375104134
2019-03-22 14:43:00	1	G12	ICL_103	0.0	b+c	160	fluorescence	680_nm	18.0	0.11535624895865719	17.88464375104134
2019-03-22 14:43:00	1	H12	Chlamy	0.0	b+c	160	fluorescence	680_nm	22.0	0.11535624895865719	21.88464375104134
2019-03-22 14:43:00	1	A1	ICL_116	0.0	b+c	160	absorbance	750_nm	0.11749999970197678	0.11535624895865719	0.0021437507433195863
2019-03-22 14:43:00	1	B1	ICL_160	0.0	b+c	160	absorbance	750_nm	0.11469999700784685	0.11535624895865719	-0.0006562519508103437
2019-03-22 14:43:00	1	C1	ICL_201	0.0	b+c	160	absorbance	750_nm	0.12540000677108765	0.11535624895865719	0.010043757812430457
2019-03-22 14:43:00	1	D1	ICL_116	0.0	b+c	160	absorbance	750_nm	0.1193000003695488	0.11535624895865719	0.003943751410891608
2019-03-22 14:43:00	1	E1	ICL_160	0.0	b+c	160	absorbance	750_nm	0.12370000034570695	0.11535624895865719	0.008343751387049764
2019-03-22 14:43:00	1	F1	ICL_160	0.0	b+c	160	absorbance	750_nm	0.11599999666213988	0.11535624895865719	0.0006437477034826888
2019-03-22 14:43:00	1	G1	ICL_116	0.0	b+c	160	absorbance	750_nm	0.1168999969959259	0.11535624895865719	0.0015437480372687135
2019-03-22 14:43:00	1	H1	ICL_201	0.0	b+c	160	absorbance	750_nm	0.12359999865293506	0.11535624895865719	0.008243749694277866
